Order ID,Order Date,Ship Date,Customer Segment,Country,Category,Product,Quantity,Unit Price ($),Discount,Revenue ($),Cost ($),Profit ($),Profit Margin %,Shipping Days,Month Name
ORD-2023-1324,2023-07-19,2023-07-23,Consumer,Egypt,Computing,"Tablet Air 10""",10,520,0.0,5200.0,3400,1800.0,34.61538461538461,4,Jul
ORD-2023-1325,2023-12-27,2023-12-31,Corporate,United States,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.05,209.0,90,119.0,56.9377990430622,4,Dec
ORD-2023-1326,2023-12-07,2023-12-13,Small Business,Germany,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.15,187.0,90,97.0,51.87165775401069,6,Dec
ORD-2023-1327,2023-10-07,2023-10-12,Consumer,Egypt,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,5,Oct
ORD-2023-1328,2023-01-16,2023-01-19,Corporate,Germany,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,3,Jan
ORD-2023-1329,2023-11-26,2023-12-01,Consumer,United States,Mobile Devices,Smartphone Ultra,8,950,0.1,6840.0,4800,2040.0,29.82456140350877,5,Nov
ORD-2023-1330,2023-04-04,2023-04-07,Consumer,Germany,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,3,Apr
ORD-2023-1331,2023-06-11,2023-06-14,Consumer,Germany,Displays,"4K UHD Monitor 27""",2,380,0.05,722.0,520,202.0,27.977839335180054,3,Jun
ORD-2023-1332,2023-06-24,2023-06-25,Corporate,United States,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,1,Jun
ORD-2023-1333,2023-11-22,2023-11-26,Consumer,Uae,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,4,Nov
ORD-2023-1334,2023-07-06,2023-07-07,Consumer,Saudi Arabia,Computing,Laptop Pro 15,1,1200,0.3,840.0,780,60.0,7.142857142857142,1,Jul
ORD-2023-1335,2023-12-26,2023-12-29,Corporate,United Kingdom,Displays,"4K UHD Monitor 27""",8,380,0.0,3040.0,2080,960.0,31.57894736842105,3,Dec
ORD-2023-1336,2023-09-20,2023-09-22,Corporate,Uae,Computing,"Tablet Air 10""",4,520,0.0,2080.0,1360,720.0,34.61538461538461,2,Sep
ORD-2023-1337,2023-01-31,2023-02-01,Corporate,Egypt,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,1,Jan
ORD-2023-1338,2023-08-11,2023-08-16,Corporate,Egypt,Displays,"4K UHD Monitor 27""",2,380,0.1,684.0,520,164.0,23.976608187134502,5,Aug
ORD-2023-1339,2023-10-07,2023-10-08,Consumer,Germany,Computing,Laptop Pro 15,2,1200,0.0,2400.0,1560,840.0,35.0,1,Oct
ORD-2023-1340,2023-11-08,2023-11-10,Consumer,Germany,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,2,Nov
ORD-2023-1341,2023-05-24,2023-05-28,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.05,104.5,45,59.5,56.9377990430622,4,May
ORD-2023-1342,2023-11-17,2023-11-20,Consumer,Germany,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,3,Nov
ORD-2023-1343,2023-11-17,2023-11-20,Corporate,Egypt,Computing,Laptop Pro 15,1,1200,0.05,1140.0,780,360.0,31.57894736842105,3,Nov
ORD-2023-1344,2023-01-04,2023-01-09,Small Business,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.1,252.0,150,102.0,40.476190476190474,5,Jan
ORD-2023-1345,2023-02-02,2023-02-06,Consumer,United Kingdom,Computing,Laptop Pro 15,10,1200,0.0,12000.0,7800,4200.0,35.0,4,Feb
ORD-2023-1346,2023-10-06,2023-10-10,Consumer,Uae,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.0,220.0,95,125.0,56.81818181818182,4,Oct
ORD-2023-1347,2023-11-09,2023-11-12,Corporate,Saudi Arabia,Computing,Laptop Pro 15,1,1200,0.1,1080.0,780,300.0,27.77777777777778,3,Nov
ORD-2023-1348,2023-07-14,2023-07-18,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,4,Jul
ORD-2023-1349,2023-05-31,2023-06-01,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,3,280,0.0,840.0,450,390.0,46.42857142857143,1,May
ORD-2023-1350,2023-07-31,2023-08-04,Consumer,United States,Mobile Devices,Smartphone Ultra,2,950,0.05,1805.0,1200,605.0,33.51800554016621,4,Jul
ORD-2023-1351,2023-02-09,2023-02-11,Small Business,Egypt,Computing,"Tablet Air 10""",8,520,0.05,3952.0,2720,1232.0,31.17408906882591,2,Feb
ORD-2023-1352,2023-05-14,2023-05-17,Consumer,United Kingdom,Audio & Accessories,Mechanical Gaming Keyboard,10,110,0.1,990.0,450,540.0,54.54545454545454,3,May
ORD-2023-1353,2023-03-13,2023-03-15,Consumer,United States,Mobile Devices,Smartphone Ultra,4,950,0.1,3420.0,2400,1020.0,29.82456140350877,2,Mar
ORD-2023-1354,2023-09-23,2023-09-30,Consumer,Saudi Arabia,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,7,Sep
ORD-2023-1355,2023-07-09,2023-07-12,Consumer,Egypt,Audio & Accessories,Noise-Cancelling Headphones,4,220,0.05,836.0,380,456.0,54.54545454545454,3,Jul
ORD-2023-1356,2023-06-14,2023-06-17,Small Business,United Kingdom,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,3,Jun
ORD-2023-1357,2023-07-14,2023-07-16,Corporate,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,3,220,0.15,561.0,285,276.0,49.19786096256685,2,Jul
ORD-2023-1358,2023-11-21,2023-11-24,Consumer,Saudi Arabia,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,3,Nov
ORD-2023-1359,2023-08-17,2023-08-24,Consumer,Germany,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.05,209.0,95,114.0,54.54545454545454,7,Aug
ORD-2023-1360,2023-04-19,2023-04-20,Corporate,Egypt,Computing,"Tablet Air 10""",5,520,0.2,2080.0,1700,380.0,18.269230769230766,1,Apr
ORD-2023-1361,2023-12-27,2024-01-03,Consumer,Germany,Mobile Devices,Smartphone Ultra,3,950,0.1,2565.0,1800,765.0,29.82456140350877,7,Dec
ORD-2023-1362,2023-07-23,2023-07-24,Consumer,Egypt,Displays,"4K UHD Monitor 27""",2,380,0.05,722.0,520,202.0,27.977839335180054,1,Jul
ORD-2023-1363,2023-01-18,2023-01-20,Corporate,United Kingdom,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,2,Jan
ORD-2023-1364,2023-09-17,2023-09-22,Small Business,Uae,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,5,Sep
ORD-2023-1365,2023-02-01,2023-02-02,Consumer,Germany,Audio & Accessories,Mechanical Gaming Keyboard,4,110,0.0,440.0,180,260.0,59.09090909090909,1,Feb
ORD-2023-1366,2023-01-27,2023-01-31,Small Business,Egypt,Mobile Devices,Smartphone Ultra,1,950,0.05,902.5,600,302.5,33.51800554016621,4,Jan
ORD-2023-1367,2023-01-30,2023-01-31,Corporate,Egypt,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,1,Jan
ORD-2023-1368,2023-12-09,2023-12-12,Consumer,United Kingdom,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,3,Dec
ORD-2023-1369,2023-05-25,2023-05-26,Corporate,United States,Audio & Accessories,Noise-Cancelling Headphones,3,220,0.0,660.0,285,375.0,56.81818181818182,1,May
ORD-2023-1370,2023-05-29,2023-06-01,Corporate,United Kingdom,Computing,"Tablet Air 10""",4,520,0.05,1976.0,1360,616.0,31.17408906882591,3,May
ORD-2023-1371,2023-02-07,2023-02-09,Corporate,Germany,Displays,"4K UHD Monitor 27""",1,380,0.1,342.0,260,82.0,23.976608187134502,2,Feb
ORD-2023-1372,2023-02-06,2023-02-07,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,1,Feb
ORD-2023-1373,2023-10-02,2023-10-03,Corporate,United Kingdom,Mobile Devices,Smartphone Ultra,2,950,0.05,1805.0,1200,605.0,33.51800554016621,1,Oct
ORD-2023-1374,2023-02-22,2023-02-25,Corporate,Uae,Mobile Devices,Smartphone Ultra,1,950,0.15,807.5,600,207.5,25.696594427244584,3,Feb
ORD-2023-1375,2023-08-02,2023-08-06,Consumer,Saudi Arabia,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,4,Aug
ORD-2023-1376,2023-08-01,2023-08-04,Consumer,United States,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.0,220.0,90,130.0,59.09090909090909,3,Aug
ORD-2023-1377,2023-03-23,2023-03-30,Consumer,United States,Displays,"4K UHD Monitor 27""",2,380,0.3,532.0,520,12.0,2.2556390977443606,7,Mar
ORD-2023-1378,2023-05-30,2023-06-01,Consumer,Egypt,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,2,May
ORD-2023-1379,2023-03-30,2023-03-31,Corporate,United States,Computing,Laptop Pro 15,3,1200,0.0,3600.0,2340,1260.0,35.0,1,Mar
ORD-2023-1380,2023-09-24,2023-09-27,Consumer,Saudi Arabia,Mobile Devices,Smartphone Ultra,5,950,0.3,3325.0,3000,325.0,9.774436090225564,3,Sep
ORD-2023-1381,2023-10-08,2023-10-11,Corporate,Uae,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,3,Oct
ORD-2023-1382,2023-09-30,2023-10-02,Corporate,Uae,Mobile Devices,Smartwatch Series 5,4,280,0.0,1120.0,600,520.0,46.42857142857143,2,Sep
ORD-2023-1383,2023-04-16,2023-04-18,Corporate,United Kingdom,Displays,"4K UHD Monitor 27""",1,380,0.05,361.0,260,101.0,27.977839335180054,2,Apr
ORD-2023-1384,2023-08-04,2023-08-07,Consumer,United Kingdom,Audio & Accessories,Mechanical Gaming Keyboard,4,110,0.05,418.0,180,238.0,56.9377990430622,3,Aug
ORD-2023-1385,2023-02-11,2023-02-15,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.15,187.0,90,97.0,51.87165775401069,4,Feb
ORD-2023-1386,2023-04-18,2023-04-23,Consumer,Uae,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.15,187.0,90,97.0,51.87165775401069,5,Apr
ORD-2023-1387,2023-04-10,2023-04-13,Consumer,United States,Computing,"Tablet Air 10""",2,520,0.05,988.0,680,308.0,31.17408906882591,3,Apr
ORD-2023-1388,2023-11-06,2023-11-12,Small Business,Uae,Mobile Devices,Smartwatch Series 5,2,280,0.0,560.0,300,260.0,46.42857142857143,6,Nov
ORD-2023-1389,2023-09-21,2023-09-26,Consumer,Egypt,Computing,Laptop Pro 15,2,1200,0.05,2280.0,1560,720.0,31.57894736842105,5,Sep
ORD-2023-1390,2023-02-14,2023-02-17,Corporate,United States,Displays,"4K UHD Monitor 27""",3,380,0.0,1140.0,780,360.0,31.57894736842105,3,Feb
ORD-2023-1391,2023-01-02,2023-01-08,Consumer,United Kingdom,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,6,Jan
ORD-2023-1392,2023-04-27,2023-04-28,Corporate,Germany,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.05,104.5,45,59.5,56.9377990430622,1,Apr
ORD-2023-1393,2023-08-19,2023-08-25,Consumer,United Kingdom,Displays,"4K UHD Monitor 27""",1,380,0.2,304.0,260,44.0,14.473684210526317,6,Aug
ORD-2023-1394,2023-04-17,2023-04-23,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,1,950,0.2,760.0,600,160.0,21.052631578947366,6,Apr
ORD-2023-1395,2023-01-25,2023-01-31,Small Business,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.05,209.0,95,114.0,54.54545454545454,6,Jan
ORD-2023-1396,2023-06-15,2023-06-17,Small Business,United States,Mobile Devices,Smartwatch Series 5,2,280,0.0,560.0,300,260.0,46.42857142857143,2,Jun
ORD-2023-1397,2023-04-16,2023-04-18,Small Business,Egypt,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,2,Apr
ORD-2023-1398,2023-11-07,2023-11-10,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,4,280,0.1,1008.0,600,408.0,40.476190476190474,3,Nov
ORD-2023-1399,2023-11-14,2023-11-17,Consumer,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.2,176.0,90,86.0,48.86363636363637,3,Nov
ORD-2023-1400,2023-10-25,2023-10-26,Small Business,United Kingdom,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,1,Oct
ORD-2023-1401,2023-08-03,2023-08-05,Consumer,Germany,Computing,"Tablet Air 10""",4,520,0.05,1976.0,1360,616.0,31.17408906882591,2,Aug
ORD-2023-1402,2023-10-18,2023-10-24,Corporate,Saudi Arabia,Computing,Laptop Pro 15,8,1200,0.2,7680.0,6240,1440.0,18.75,6,Oct
ORD-2023-1403,2023-05-29,2023-06-01,Consumer,Germany,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,3,May
ORD-2023-1404,2023-12-14,2023-12-17,Consumer,United Kingdom,Mobile Devices,Smartphone Ultra,3,950,0.05,2707.5,1800,907.5,33.51800554016621,3,Dec
ORD-2023-1405,2023-12-29,2024-01-01,Corporate,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.05,209.0,95,114.0,54.54545454545454,3,Dec
ORD-2023-1406,2023-09-15,2023-09-18,Small Business,Egypt,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.15,187.0,90,97.0,51.87165775401069,3,Sep
ORD-2023-1407,2023-12-26,2023-12-28,Corporate,Uae,Audio & Accessories,Mechanical Gaming Keyboard,5,110,0.0,550.0,225,325.0,59.09090909090909,2,Dec
ORD-2023-1408,2023-10-18,2023-10-23,Small Business,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.05,104.5,45,59.5,56.9377990430622,5,Oct
ORD-2023-1409,2023-09-11,2023-09-12,Corporate,Germany,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,1,Sep
ORD-2023-1410,2023-01-13,2023-01-15,Small Business,Uae,Audio & Accessories,Noise-Cancelling Headphones,4,220,0.0,880.0,380,500.0,56.81818181818182,2,Jan
ORD-2023-1411,2023-07-11,2023-07-15,Consumer,Uae,Computing,Laptop Pro 15,1,1200,0.2,960.0,780,180.0,18.75,4,Jul
ORD-2023-1412,2023-01-02,2023-01-08,Corporate,United Kingdom,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,6,Jan
ORD-2023-1413,2023-04-21,2023-04-26,Corporate,Egypt,Audio & Accessories,Noise-Cancelling Headphones,5,220,0.0,1100.0,475,625.0,56.81818181818182,5,Apr
ORD-2023-1414,2023-04-17,2023-04-18,Corporate,Saudi Arabia,Computing,Laptop Pro 15,1,1200,0.05,1140.0,780,360.0,31.57894736842105,1,Apr
ORD-2023-1415,2023-02-19,2023-02-20,Corporate,Germany,Mobile Devices,Smartwatch Series 5,2,280,0.05,532.0,300,232.0,43.609022556390975,1,Feb
ORD-2023-1416,2023-12-04,2023-12-07,Consumer,Saudi Arabia,Mobile Devices,Smartphone Ultra,4,950,0.05,3610.0,2400,1210.0,33.51800554016621,3,Dec
ORD-2023-1417,2023-09-07,2023-09-13,Consumer,United States,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.0,220.0,95,125.0,56.81818181818182,6,Sep
ORD-2023-1418,2023-10-30,2023-11-02,Consumer,Egypt,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,3,Oct
ORD-2023-1419,2023-08-24,2023-08-27,Corporate,Egypt,Mobile Devices,Smartphone Ultra,2,950,0.1,1710.0,1200,510.0,29.82456140350877,3,Aug
ORD-2023-1420,2023-01-15,2023-01-16,Corporate,Saudi Arabia,Computing,"Tablet Air 10""",4,520,0.05,1976.0,1360,616.0,31.17408906882591,1,Jan
ORD-2023-1421,2023-03-08,2023-03-12,Corporate,United Kingdom,Mobile Devices,Smartphone Ultra,5,950,0.0,4750.0,3000,1750.0,36.84210526315789,4,Mar
ORD-2023-1422,2023-07-12,2023-07-15,Small Business,Egypt,Computing,"Tablet Air 10""",15,520,0.05,7410.0,5100,2310.0,31.17408906882591,3,Jul
ORD-2023-1423,2023-09-10,2023-09-13,Consumer,Egypt,Audio & Accessories,Mechanical Gaming Keyboard,5,110,0.0,550.0,225,325.0,59.09090909090909,3,Sep
ORD-2023-1424,2023-04-11,2023-04-13,Consumer,United Kingdom,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,2,Apr
ORD-2023-1425,2023-11-17,2023-11-20,Small Business,Saudi Arabia,Computing,"Tablet Air 10""",15,520,0.0,7800.0,5100,2700.0,34.61538461538461,3,Nov
ORD-2023-1426,2023-11-19,2023-11-24,Small Business,Saudi Arabia,Computing,Laptop Pro 15,2,1200,0.3,1680.0,1560,120.0,7.142857142857142,5,Nov
ORD-2023-1427,2023-01-14,2023-01-15,Corporate,Egypt,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.1,198.0,95,103.0,52.02020202020202,1,Jan
ORD-2023-1428,2023-02-08,2023-02-10,Small Business,Egypt,Displays,"4K UHD Monitor 27""",4,380,0.0,1520.0,1040,480.0,31.57894736842105,2,Feb
ORD-2023-1429,2023-08-23,2023-08-27,Consumer,United States,Mobile Devices,Smartwatch Series 5,1,280,0.15,238.0,150,88.0,36.97478991596639,4,Aug
ORD-2023-1430,2023-08-05,2023-08-08,Consumer,Egypt,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.05,104.5,45,59.5,56.9377990430622,3,Aug
ORD-2023-1431,2023-11-09,2023-11-11,Small Business,United States,Computing,Laptop Pro 15,2,1200,0.1,2160.0,1560,600.0,27.77777777777778,2,Nov
ORD-2023-1432,2023-02-05,2023-02-06,Consumer,United States,Mobile Devices,Smartphone Ultra,4,950,0.0,3800.0,2400,1400.0,36.84210526315789,1,Feb
ORD-2023-1433,2023-02-11,2023-02-13,Consumer,Germany,Computing,Laptop Pro 15,3,1200,0.0,3600.0,2340,1260.0,35.0,2,Feb
ORD-2023-1434,2023-09-13,2023-09-17,Corporate,Germany,Mobile Devices,Smartwatch Series 5,8,280,0.05,2128.0,1200,928.0,43.609022556390975,4,Sep
ORD-2023-1435,2023-09-04,2023-09-05,Consumer,Germany,Displays,"4K UHD Monitor 27""",1,380,0.1,342.0,260,82.0,23.976608187134502,1,Sep
ORD-2023-1436,2023-08-14,2023-08-15,Consumer,United States,Mobile Devices,Smartwatch Series 5,1,280,0.05,266.0,150,116.0,43.609022556390975,1,Aug
ORD-2023-1437,2023-07-12,2023-07-16,Corporate,Egypt,Displays,"4K UHD Monitor 27""",5,380,0.05,1805.0,1300,505.0,27.977839335180054,4,Jul
ORD-2023-1438,2023-07-06,2023-07-10,Consumer,Germany,Computing,"Tablet Air 10""",2,520,0.05,988.0,680,308.0,31.17408906882591,4,Jul
ORD-2023-1439,2023-06-26,2023-06-29,Small Business,United States,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,3,Jun
ORD-2023-1440,2023-04-12,2023-04-18,Consumer,Uae,Computing,Laptop Pro 15,4,1200,0.0,4800.0,3120,1680.0,35.0,6,Apr
ORD-2023-1441,2023-07-18,2023-07-21,Corporate,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.15,238.0,150,88.0,36.97478991596639,3,Jul
ORD-2023-1442,2023-01-24,2023-01-25,Small Business,Germany,Computing,"Tablet Air 10""",5,520,0.15,2210.0,1700,510.0,23.076923076923077,1,Jan
ORD-2023-1443,2023-01-10,2023-01-13,Consumer,Germany,Mobile Devices,Smartwatch Series 5,2,280,0.05,532.0,300,232.0,43.609022556390975,3,Jan
ORD-2023-1444,2023-09-22,2023-09-24,Consumer,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,4,220,0.1,792.0,380,412.0,52.02020202020202,2,Sep
ORD-2023-1445,2023-08-31,2023-09-04,Consumer,United States,Audio & Accessories,Mechanical Gaming Keyboard,5,110,0.0,550.0,225,325.0,59.09090909090909,4,Aug
ORD-2023-1446,2023-02-19,2023-02-21,Consumer,Saudi Arabia,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,2,Feb
ORD-2023-1447,2023-09-20,2023-09-23,Consumer,Egypt,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,3,Sep
ORD-2023-1448,2023-10-30,2023-11-01,Consumer,Uae,Mobile Devices,Smartphone Ultra,1,950,0.05,902.5,600,302.5,33.51800554016621,2,Oct
ORD-2023-1449,2023-09-01,2023-09-03,Corporate,Saudi Arabia,Displays,"4K UHD Monitor 27""",2,380,0.0,760.0,520,240.0,31.57894736842105,2,Sep
ORD-2023-1450,2023-05-21,2023-05-22,Corporate,Uae,Mobile Devices,Smartwatch Series 5,4,280,0.05,1064.0,600,464.0,43.609022556390975,1,May
ORD-2023-1451,2023-07-07,2023-07-09,Corporate,Egypt,Audio & Accessories,Mechanical Gaming Keyboard,10,110,0.0,1100.0,450,650.0,59.09090909090909,2,Jul
ORD-2023-1452,2023-11-14,2023-11-16,Small Business,Egypt,Audio & Accessories,Mechanical Gaming Keyboard,4,110,0.05,418.0,180,238.0,56.9377990430622,2,Nov
ORD-2023-1453,2023-05-09,2023-05-11,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.0,110.0,45,65.0,59.09090909090909,2,May
ORD-2023-1454,2023-08-17,2023-08-20,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.05,104.5,45,59.5,56.9377990430622,3,Aug
ORD-2023-1455,2023-09-19,2023-09-21,Consumer,Germany,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,2,Sep
ORD-2023-1456,2023-05-05,2023-05-07,Small Business,Uae,Computing,Laptop Pro 15,3,1200,0.05,3420.0,2340,1080.0,31.57894736842105,2,May
ORD-2023-1457,2023-08-29,2023-08-31,Corporate,Uae,Computing,Laptop Pro 15,2,1200,0.05,2280.0,1560,720.0,31.57894736842105,2,Aug
ORD-2023-1458,2023-12-14,2023-12-16,Corporate,Egypt,Computing,Laptop Pro 15,1,1200,0.1,1080.0,780,300.0,27.77777777777778,2,Dec
ORD-2023-1459,2023-08-21,2023-08-23,Small Business,Egypt,Mobile Devices,Smartwatch Series 5,4,280,0.1,1008.0,600,408.0,40.476190476190474,2,Aug
ORD-2023-1460,2023-10-14,2023-10-20,Small Business,United States,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.1,198.0,95,103.0,52.02020202020202,6,Oct
ORD-2023-1461,2023-04-07,2023-04-13,Consumer,Egypt,Computing,"Tablet Air 10""",4,520,0.0,2080.0,1360,720.0,34.61538461538461,6,Apr
ORD-2023-1462,2023-09-14,2023-09-16,Corporate,Germany,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,2,Sep
ORD-2023-1463,2023-10-31,2023-11-07,Corporate,Uae,Mobile Devices,Smartphone Ultra,1,950,0.1,855.0,600,255.0,29.82456140350877,7,Oct
ORD-2023-1464,2023-02-24,2023-02-25,Consumer,Egypt,Computing,"Tablet Air 10""",5,520,0.15,2210.0,1700,510.0,23.076923076923077,1,Feb
ORD-2023-1465,2023-06-01,2023-06-05,Corporate,Uae,Mobile Devices,Smartphone Ultra,4,950,0.0,3800.0,2400,1400.0,36.84210526315789,4,Jun
ORD-2023-1466,2023-06-03,2023-06-05,Consumer,Egypt,Computing,"Tablet Air 10""",2,520,0.05,988.0,680,308.0,31.17408906882591,2,Jun
ORD-2023-1467,2023-08-10,2023-08-13,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.05,266.0,150,116.0,43.609022556390975,3,Aug
ORD-2023-1468,2023-07-14,2023-07-21,Consumer,Egypt,Computing,"Tablet Air 10""",1,520,0.1,468.0,340,128.0,27.350427350427353,7,Jul
ORD-2023-1469,2023-04-15,2023-04-17,Consumer,Uae,Mobile Devices,Smartwatch Series 5,5,280,0.0,1400.0,750,650.0,46.42857142857143,2,Apr
ORD-2023-1470,2023-10-27,2023-10-29,Corporate,Germany,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.05,209.0,90,119.0,56.9377990430622,2,Oct
ORD-2023-1471,2023-02-04,2023-02-06,Corporate,Germany,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,2,Feb
ORD-2023-1472,2023-03-25,2023-03-28,Consumer,Saudi Arabia,Computing,Laptop Pro 15,3,1200,0.1,3240.0,2340,900.0,27.77777777777778,3,Mar
ORD-2023-1473,2023-12-11,2023-12-16,Consumer,United States,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.05,209.0,95,114.0,54.54545454545454,5,Dec
ORD-2023-1474,2023-10-06,2023-10-12,Consumer,Saudi Arabia,Computing,Laptop Pro 15,1,1200,0.1,1080.0,780,300.0,27.77777777777778,6,Oct
ORD-2023-1475,2023-06-10,2023-06-13,Corporate,Uae,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,3,Jun
ORD-2023-1476,2023-12-27,2023-12-31,Corporate,United Kingdom,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,4,Dec
ORD-2023-1477,2023-06-13,2023-06-16,Corporate,Egypt,Mobile Devices,Smartphone Ultra,3,950,0.1,2565.0,1800,765.0,29.82456140350877,3,Jun
ORD-2023-1478,2023-09-27,2023-09-30,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,8,110,0.05,836.0,360,476.0,56.9377990430622,3,Sep
ORD-2023-1479,2023-11-08,2023-11-11,Consumer,United Kingdom,Computing,Laptop Pro 15,1,1200,0.05,1140.0,780,360.0,31.57894736842105,3,Nov
ORD-2023-1480,2023-03-01,2023-03-04,Consumer,Egypt,Audio & Accessories,Noise-Cancelling Headphones,3,220,0.05,627.0,285,342.0,54.54545454545454,3,Mar
ORD-2023-1481,2023-02-21,2023-02-24,Consumer,Egypt,Computing,"Tablet Air 10""",15,520,0.0,7800.0,5100,2700.0,34.61538461538461,3,Feb
ORD-2023-1482,2023-05-25,2023-05-28,Small Business,Uae,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,3,May
ORD-2023-1483,2023-03-11,2023-03-16,Corporate,United States,Displays,"4K UHD Monitor 27""",5,380,0.0,1900.0,1300,600.0,31.57894736842105,5,Mar
ORD-2023-1484,2023-12-18,2023-12-19,Corporate,Egypt,Audio & Accessories,Noise-Cancelling Headphones,5,220,0.0,1100.0,475,625.0,56.81818181818182,1,Dec
ORD-2023-1485,2023-05-11,2023-05-12,Small Business,United Kingdom,Displays,"4K UHD Monitor 27""",5,380,0.0,1900.0,1300,600.0,31.57894736842105,1,May
